## RECSRecommendations Upload File;
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.;
## RECS;
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.;
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.;
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.;
## RECSentity.id,entity.brand,entity.os,entity.release_date;
"384,Asus,""Android 8.1, up to Android 9.0"",2018";
"385,Realme,""Android 10, Realme UI"",2020";
386,BenQ,Feature phone,2004;
387,Ulefone,Android 10,2020;
"388,Sony,""Android 1.6, up to 2.1"",2010";
389,QMobile,Android 4.4.2,2015;
390,verykool,Android 6.0,2017;
391,verykool,Android 6.0,2017;
"392,Samsung,""Android 2.3.3, up to 4.0"",2011";
393,Nokia,Feature phone,2012;
394,Lava,Android 5.0,2015;
395,ZTE,Android 5.1,2015;
"396,HTC,""Android OS, Sense UI"",2012";
397,Acer,Android 6.0,2016;
398,XOLO,Android 4.3,2014;
399,LG,Feature phone,2010;
"400,Realme,""Android 10, Realme UI"",2020";
401,Plum,Feature phone,2018;
"402,Samsung,""Android 9.0, up to Android 11, One UI 3.0"",2019";
403,Plum,Feature phone,2018;
404,Dell,Android 4.2.2,2013;
405,Archos,Android 4.2.2,2014;
406,Nokia,Feature phone,2012;
407,Philips,Android 2.2,2011;
408,Samsung,Feature phone,2005;
409,BlackBerry,BlackBerry OS,2010;
410,BlackBerry,BlackBerry OS 5.0,2009;
411,Mitsubishi,Feature phone,2003;
412,Amoi,Feature phone,2003;
413,LG,Android 4.4.2,2014;
414,Samsung,Android 7.0,2017;
"415,HTC,""Android 4.0, Sense UI 4"",2012";
"416,Samsung,""Symbian 7.0s, Series 60 UI"",0";
417,Pantech,Feature phone,2010;
"418,BLU,""Android 4.4.2, up to 5.0"",2015";
"419,ZTE,""Android 9.0, up to Android 10, Redmagic 3.0"",2019";
"420,Asus,""Android 6.0.1, up to Android 8.1, ZenUI 4"",2016";
421,Micromax,Android 4.2,2013;
422,Sagem,Feature phone,2002;
423,Toshiba,Android 4.0,2012;
424,Sony,Feature phone,2004;
"425,vivo,""Android 9.0, Funtouch 9.0"",2019";
426,Motorola,Linux,2005;
427,Eten,Microsoft Windows Mobile 6.1 Professional,2008;
428,Motorola,Linux / Java-based MOTOMAGX,2009;
"429,HTC,""Android 2.3.4, up to 4.0, Sense UI"",2011";
430,Micromax,Feature phone,2013;
431,Acer,Android 6.0,2016;
432,alcatel,Android 5.0,2015;
"433,ZTE,""Android 10, MiFavor 10.1"",2020";
434,Casio,Android 4.0,2013;
435,Samsung,Feature phone,2010;
436,LG,Feature phone,2004;
"437,Xiaomi,""Android 10, up to Android 11, MIUI 12.5"",2020";
438,LG,Feature phone,2005;
"439,LG,""Android 9.0, up to Android 10"",2019";
440,Micromax,Feature phone,2013;
441,Prestigio,Android 4.1,2013;
442,Coolpad,Android 5.1,2016;
443,Panasonic,Android 5.1,2016;
444,LG,Feature phone,2008;
445,ZTE,Android 4.3,2014;
446,Prestigio,Android 4.2,2013;
447,Plum,Feature phone,2012;
"448,Honor,""Android 9.0, EMUI 9.1"",2019";
"449,Nokia,""Symbian, S60 rel. 3.2"",2008";
450,HTC,Microsoft Windows Mobile 6.0 Professional,2007;
"451,vivo,""Android 10, Funtouch 11"",2021";
452,XOLO,Android 4.4.2,2014;
453,Micromax,Android 5.1,2016;
"454,HTC,""Android 6.0.1, up to 7.0, Sense UI"",2016";
455,alcatel,Firefox OS 1.3,2014;
"456,Apple,""iOS 7, up to iOS 12.4.6"",2013";
"457,Huawei,""Android 10, EMUI 10, no Google Play Services"",2020";
458,Sagem,Feature phone,2005;
459,Celkon,Android 4.4.2,2015;
460,LG,Android 4.1.2,2013;
461,Micromax,Android 5.1,2016;
462,alcatel,Feature phone,2009;
"463,Samsung,""Android 2.3, up to 4.0, TouchWiz UI 4"",2011";
"464,Huawei,""Android 4.3, EMUI 1.6"",2014";
465,verykool,Android 4.2,2015;
466,Lenovo,Android 7.0,2017;
467,verykool,Feature phone,2011;
468,Samsung,Android 2.3,2011;
469,Samsung,Feature phone,2002;
470,Intex,Android 5.1,2015;
471,Gigabyte,Android 4.2,2013;
472,Allview,Android 9.0,2020;
473,LG,Feature phone,2008;
"474,BLU,""Android 4.2.2, up to 4.4.2"",2014";
475,Samsung,Feature phone,2004;
476,LG,Feature phone,2006;
477,Prestigio,Android 4.1,2013;
478,Infinix,Android 9.0,2019;
479,Samsung,Feature phone,2013;
480,Amoi,Feature phone,2006;
481,Spice,Android 4.2,2014;
482,Samsung,Proprietary OS,2009;
483,Sagem,Feature phone,2002;
"484,Huawei,""Android 10, EMUI 11, no Google Play Services"",2019";
485,Pantech,Feature phone,2005;
486,Samsung,Feature phone,0;
"487,vivo,""Android 10, IQOO UI 1.5"",2020";
488,LG,Android 10,2020;
489,Prestigio,Android 4.0,2013;
"490,Oppo,""Android 4.4.2, ColorOS 2"",2015";
491,Spice,Feature phone,2011;
492,LG,Android 2.3.4,2011;
493,Karbonn,Android 2.3.6,2012;
494,Lava,Microsoft Windows Phone 8.1,2014;
495,Motorola,Android 7.0,2017;
496,Mitac,Microsoft Smartphone 2002,2003;
"497,TCL,""Android 10, TCL UI"",2021";
498,verykool,Android 5.1,2016;
"499,Motorola,""Android 10, up to Android 11"",2020";
500,BLU,Android 4.2,2012;
501,LG,Feature phone,2007;
"502,vivo,""Android 8.1, Funtouch 4"",2018";
"503,Nokia,""Symbian 7.0s, Series 80 v2.0 UI"",2004";
504,Vodafone,Android 5.0.2,2015;
505,Plum,Feature phone,2016;
506,Icemobile,Android 4.4.2,2014;
507,LG,Android 7.0,2018;
508,Micromax,Android 4.4.2,2015;
509,Ericsson,Feature phone,2000;
510,Haier,Feature phone,2010;
511,Nokia,Feature phone,2001;
512,verykool,Feature phone,2011;
513,Philips,Android 2.3,2012;
514,Samsung,Feature phone,2003;
515,Sony,Feature phone,2009;
"516,Xiaomi,""Android 8.1, up to Android 9.0, Android One"",2018";
517,Sony,Feature phone,2009;
"518,Nokia,""Symbian 7.0s, Series 60 v2.0 UI"",2003";
519,HTC,Microsoft Windows Mobile 6.1 Professional,2009;
520,Gigabyte,Android 4.2.2,2014;
521,Spice,Android 4.2,2014;
"522,OnePlus,""Android 10, OxygenOS 10.5"",2020";
"523,Asus,""Android 7, ZenUI 4"",2017";
524,BLU,Android 9.0,2019;
525,ZTE,Android 4.1.2,2013;
526,Panasonic,Feature phone,2004;
527,Philips,Feature phone,2002;
528,Nokia,Feature phone,2012;
529,Panasonic,Android 4.4.4,2015;
"530,Huawei,""Android 10, EMUI 10.1"",2020";
531,Philips,Android 2.3,2012;
"532,Huawei,""Android 10, EMUI 10.1"",2021";
533,Panasonic,Feature phone,2004;
534,Spice,Feature phone,2010;
"535,Microsoft,""Microsoft Windows Phone 8.1, up to Windows 10"",2015";
536,Plum,Feature phone,2011;
537,Samsung,Feature phone,2008;
538,Motorola,Feature phone,2004;
"539,Lenovo,""Android 8.1, ZUI 10"",2018";
"540,Nokia,""Symbian OS 9.2, S60 rel. 3.1"",2007";
541,Nokia,Feature phone,2005;
"542,HTC,""Android 5, Sense UI 7"",2015";
543,Vodafone,Linux-based LiMo R2.0.1,2009;
544,Spice,Feature phone,2010;
545,Vodafone,Android 5.0,2015;
546,iNQ,Feature phone,2009;
547,Sony,Feature phone,2008;
548,HTC,Microsoft Windows Mobile 6.1 Professional,2009;
549,Spice,Feature phone,2010;
550,LG,Feature phone,2009;
551,Motorola,Feature phone,2001;
552,Micromax,Feature phone,2013;
553,Celkon,Feature phone,2014;
554,Samsung,Feature phone,2006;
555,Gigabyte,Android 4.0,2011;
556,Huawei,Android 2.2,2011;
557,Lenovo,Android 5.1,2016;
558,O2,Microsoft Windows Mobile 5.0 PocketPC,2006;
559,alcatel,Feature phone,2008;
560,verykool,Android 6.0,2017;
561,Siemens,Feature phone,2003;
562,HP,Android 4.4.2,2014;
"563,Asus,""Android 4.3, up to 5.0.2"",2015";
564,Maxon,Feature phone,2004;
565,Micromax,Feature phone,2013;
566,Yezz,Android 4.4.2,2014;
"567,Oppo,""Android 10, ColorOS 7.2"",2020";
"568,vivo,""Android 10, Funtouch 10.5"",2020";
569,Wiko,Android 10,2020;
570,Philips,Feature phone,2008;
571,Haier,Android 7.1,2017;
572,Micromax,Android 5.0.2,2015;
573,Philips,Feature phone,2008;
"574,Samsung,""Android 5.0, up to 6.0.1"",2015";
575,BLU,Android 6.0,2016;
"576,Oppo,""Android 5.1, up to 6, ColorOS 3"",2016";
577,Ulefone,Android 8.1 Oreo,2018;
578,i-mate,Microsoft Windows Mobile 6.0 Professional,0;
579,Siemens,Feature phone,2004;
580,Lenovo,Android 4.1,2013;
581,LG,Android 4.4.2,2014;
582,Nokia,Feature phone,2008;
583,LG,Android Wear OS 2.0,2018;
584,i-mobile,Feature phone,2009;
585,Samsung,Feature phone,2008;
586,Motorola,Feature phone,2004;
587,LG,Android 4.1.2,2013;
588,Acer,Android 6.0,2016;
589,Nokia,Microsoft Windows Phone 7.5 Mango,2012;
590,Celkon,Android 4.4.2,2014;
591,Acer,Android 1.6,2010;
592,Samsung,Feature phone,2009;
"593,Samsung,""Android 6.0.1";
"Android 7.0 - Amp Prime 2"",2017";
"594,Tecno,""Android 9.0, HIOS 5.0"",2019";
595,alcatel,Feature phone,2010;
596,Samsung,Feature phone,2004;
597,LG,Feature phone,2010;
"598,alcatel,""Android 5.0.2, up to 6.0.1"",2015";
599,Motorola,Android 2.3,2012;
600,Lenovo,Android 4.4,2015;
601,Philips,Android 2.3,2011;
"602,Vodafone,""Android 5.0.1, up to 6.0.1"",2015";
603,LG,Feature phone,2009;
604,Lava,Android 7.1,2018;
"605,LG,""Android 4.4.2, LG UI 3"",2014";
"606,Motorola,""Android 5.1.1, up to 7.0"",2015";
607,Micromax,Android 4.0.3,2013;
608,Vodafone,Feature phone,2008;
609,Sony,Feature phone,2007;
610,Celkon,Android 4.2.0,2013;
"611,Lenovo,""Android 3.1, up to 4.0"",2011";
"612,Vertu,""Symbian^3, up to Nokia Belle OS"",2011";
"613,Apple,""iOS 8, up to iOS 12.4.6"",2014";
614,Karbonn,Android 4.4.2,2014;
"615,Honor,""Android 4.4.2, up to 6, EMUI 3"",2014";
616,Allview,Android 5.1,2016;
617,Allview,Android 5.1,2016;
"618,Honor,""Android 9.0, EMUI 9.1"",2019";
619,Plum,Feature phone,2012;
620,Samsung,Android 4.2,2013;
621,Sharp,Android 10,2020;
622,Philips,Android 5.1,2015;
623,Samsung,Android 4.0.4,2012;
"624,Nokia,""Symbian Belle, up to Belle FP1"",2011";
625,Spice,Feature phone,2011;
626,verykool,Feature phone,2013;
"627,LG,""Android 4.1.2, LG Optimus UI 3"",2013";
628,Energizer,Android 9.0,0;
"629,Coolpad,""Android 6, Cool UI 8"",2016";
